iteration,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents
3186,0.25184,7.57,18.25,29.93,42.36,64.13,74.74,116.28,45991.34,815
3187,0.25195,7.57,18.08,29.93,43.13,64.08,74.99,122.52,46017.89,814
3188,0.25049,7.57,18.08,30.09,42.65,64.11,74.46,86.26,45970.90,814
3189,0.25090,7.57,18.25,29.99,42.64,63.88,74.71,89.05,45894.35,814
3190,0.24978,7.57,18.34,29.66,42.85,63.98,74.68,87.40,45980.50,815
3191,0.25114,7.57,18.34,29.77,42.64,64.08,74.74,137.77,46053.89,815
3192,0.25099,7.57,18.34,29.77,42.72,64.20,74.59,133.94,46042.95,816
3193,0.24878,7.57,18.36,29.91,43.03,63.98,74.66,92.54,46054.81,819
3194,0.24904,7.57,18.68,30.06,43.27,64.16,74.58,90.81,46130.09,821
3195,0.24932,7.57,18.42,30.03,43.51,64.32,74.64,105.38,46120.35,818
3196,0.24873,7.57,18.42,30.15,43.11,64.38,74.83,85.76,46094.55,818
3197,0.24926,7.57,18.36,30.25,43.03,64.55,74.77,85.64,46141.76,818
3198,0.24891,7.57,18.36,30.30,43.22,63.82,74.45,88.27,46157.38,818
3199,0.24979,7.57,18.36,30.44,43.17,64.97,74.41,91.55,46213.00,817
3200,0.24942,7.57,18.34,30.19,43.47,64.42,74.55,95.27,46228.85,816
3201,0.24857,7.57,18.36,30.27,43.53,64.49,74.62,85.99,46192.04,816
3202,0.24770,7.57,18.36,30.38,43.16,64.60,73.89,89.94,46237.12,817
3203,0.24751,7.57,18.36,30.40,43.46,64.25,74.89,85.65,46301.57,817
3204,0.24882,7.57,18.34,30.50,43.39,64.43,74.75,87.84,46366.93,816
3205,0.25046,7.57,18.25,30.60,43.72,64.63,74.89,133.96,46375.76,815
3206,0.24843,7.57,18.34,30.56,43.69,64.46,74.41,125.50,46336.46,815
3207,0.24961,7.57,18.25,30.43,43.63,64.53,74.89,94.50,46343.37,815
3208,0.24862,7.57,18.25,30.69,43.66,64.21,74.99,89.14,46303.54,815
3209,0.25006,7.57,18.02,30.11,43.93,64.14,75.05,123.28,46347.85,814
3210,0.24919,7.57,18.02,30.64,44.08,63.76,75.07,88.38,46222.49,814
3211,0.24870,7.57,18.02,30.52,43.76,64.08,75.07,87.55,46165.19,813
3212,0.24869,7.57,18.02,30.31,43.82,63.95,74.44,86.25,46237.79,816
3213,0.24865,7.57,18.08,30.40,44.06,64.54,74.36,88.66,46307.69,815
3214,0.24748,7.57,18.08,30.45,44.37,64.17,74.51,85.76,46325.92,818
3215,0.24828,7.57,18.34,31.01,44.27,64.30,74.97,88.81,46394.39,818
3216,0.24919,7.57,18.25,30.19,44.29,64.49,74.28,96.44,46411.45,816
3217,0.24840,7.57,18.08,30.37,43.91,64.09,74.71,90.55,46313.50,815
3218,0.24780,7.57,18.08,30.42,44.07,64.13,74.93,85.83,46295.14,815
3219,0.24674,7.57,18.08,30.87,44.31,64.11,74.87,86.03,46344.01,818
3220,0.24686,7.57,18.08,31.08,44.80,63.54,74.48,87.62,46418.79,816
3221,0.24730,7.57,18.08,30.79,44.78,63.40,74.96,90.03,46387.83,817
3222,0.24691,7.57,18.08,31.06,44.60,63.99,74.51,84.68,46436.48,819
3223,0.24653,7.57,18.25,30.82,44.73,63.77,74.75,84.56,46506.08,820
3224,0.24669,7.57,18.25,30.49,44.91,64.00,74.82,88.88,46576.74,823
3225,0.24639,7.57,18.34,30.49,44.93,63.85,74.80,86.76,46653.96,823
3226,0.24736,7.57,18.25,31.22,44.65,64.06,75.33,137.62,46722.35,822
3227,0.24758,7.57,18.08,30.95,45.08,64.00,75.01,99.69,46737.14,821
3228,0.24925,7.57,18.08,30.15,45.16,63.96,74.92,113.82,46570.59,818
3229,0.24694,7.57,18.00,30.62,45.05,63.52,75.25,86.66,46397.21,817
3230,0.24805,7.57,17.99,30.29,45.02,63.47,75.06,86.10,46355.18,816
3231,0.24702,7.57,18.08,30.42,44.94,64.08,74.56,84.36,46346.61,817
3232,0.24799,7.57,18.08,30.31,45.12,63.69,74.99,119.99,46405.23,816
3233,0.24648,7.57,18.08,30.26,45.19,63.65,74.81,85.90,46311.35,815
3234,0.24627,7.57,18.00,30.56,45.09,63.53,74.89,88.58,46329.25,814
3235,0.24721,7.57,18.00,30.70,45.23,63.64,74.95,95.23,46333.43,813
3236,0.24607,7.57,18.00,30.55,45.26,64.19,74.41,84.55,46335.18,814
3237,0.24553,8.34,18.08,30.47,45.33,63.76,74.86,93.42,46362.20,814
3238,0.24599,8.34,18.08,30.78,45.51,63.49,74.77,88.02,46419.76,815
3239,0.24709,8.34,18.08,30.23,45.47,63.73,74.11,91.54,46404.67,811
3240,0.24634,8.34,18.00,30.78,45.37,63.10,74.14,88.42,46257.90,810
3241,0.24588,8.34,18.00,30.83,45.48,63.43,74.16,90.98,46308.56,811
3242,0.24566,8.34,18.00,30.86,45.55,63.14,74.68,85.33,46373.11,813
3243,0.24535,8.34,18.08,30.94,45.64,63.65,74.33,83.54,46444.51,813
3244,0.24665,8.34,18.08,30.65,45.74,63.38,74.82,140.06,46510.97,812
3245,0.24671,8.34,18.00,30.98,45.82,63.30,74.52,103.32,46534.82,810
3246,0.24505,8.34,18.00,30.69,45.98,63.19,74.54,86.12,46493.16,810
3247,0.24656,8.34,17.99,30.88,45.98,63.41,74.32,140.86,46536.54,811
3248,0.24480,8.34,18.00,30.88,46.02,63.35,74.32,85.68,46556.89,812
3249,0.24600,8.34,17.99,30.95,46.19,64.09,74.45,86.20,46622.15,809
3250,0.24555,8.34,17.95,30.49,46.33,63.94,74.33,94.21,46530.36,807
3251,0.24463,8.34,17.95,31.12,46.22,62.83,74.45,84.28,46462.16,808
3252,0.24515,8.34,17.99,31.11,46.41,63.66,74.21,88.84,46506.13,810
3253,0.24475,8.34,18.08,31.05,46.42,63.14,74.43,104.90,46582.80,808
3254,0.24449,8.34,18.08,31.08,46.42,63.62,74.53,102.37,46616.08,809
3255,0.24542,8.34,18.08,30.98,46.51,63.08,74.73,102.37,46676.11,812
3256,0.24441,8.34,18.21,30.89,46.59,63.23,74.60,102.37,46751.73,814
3257,0.24373,8.34,18.28,31.12,46.71,63.42,74.87,102.37,46832.43,817
3258,0.24377,8.34,18.28,30.95,46.80,63.49,75.03,90.24,46842.12,816
3259,0.24306,8.34,18.28,31.17,46.75,63.69,74.81,83.92,46848.96,816
3260,0.24435,8.34,18.25,31.16,46.87,63.90,74.98,91.65,46902.25,814
3261,0.24411,8.34,18.25,30.92,46.89,63.30,75.15,91.87,46862.00,815
3262,0.24385,8.34,18.28,31.44,46.86,63.74,74.77,84.69,46914.04,814
3263,0.24332,8.34,18.25,31.31,47.08,63.26,74.54,87.01,46931.77,815
3264,0.24258,8.34,18.28,31.33,47.35,63.02,74.90,87.61,46944.66,815
3265,0.24257,8.34,18.34,31.63,47.25,62.98,74.97,84.90,46958.71,817
3266,0.24279,8.34,18.71,31.53,47.09,63.45,74.78,91.72,46987.22,816
3267,0.24215,8.34,18.39,31.50,47.23,63.12,74.82,86.67,47005.04,816
3268,0.24277,8.34,18.39,31.16,47.24,63.32,74.40,122.27,47009.64,817
3269,0.24206,8.34,18.39,31.39,47.29,62.85,74.76,92.55,47025.74,816
3270,0.24292,8.34,18.39,31.16,47.23,62.97,74.79,139.43,47028.07,816
3271,0.24319,8.34,18.39,31.16,47.24,63.47,74.73,89.66,47039.33,815
3272,0.24341,8.34,18.34,30.81,47.60,63.11,74.98,102.52,47000.00,814
3273,0.24407,8.34,18.28,30.77,47.48,63.56,75.11,95.51,46931.86,812
3274,0.24290,8.34,18.28,31.16,47.37,63.43,74.46,88.40,46869.71,813
3275,0.24246,8.34,18.34,31.21,47.46,62.89,74.28,87.06,46916.80,814
3276,0.24263,8.34,18.34,31.26,47.54,63.47,74.93,91.29,46982.03,813
3277,0.24254,8.34,18.34,31.16,47.47,63.16,74.77,89.45,46999.78,812
3278,0.24189,8.34,18.34,31.25,47.69,63.12,74.87,85.75,47006.77,812
3279,0.24290,8.34,18.34,31.22,47.88,63.18,75.06,89.30,47059.65,813
3280,0.24329,8.34,18.34,31.27,47.59,63.40,74.94,114.65,47123.17,813
3281,0.24329,8.34,18.34,30.89,47.75,63.46,74.84,91.90,47141.09,813
3282,0.24150,8.34,18.39,31.09,48.12,63.55,74.53,88.35,47158.84,814
3283,0.24259,8.34,18.47,31.23,47.84,63.94,74.83,93.91,47225.09,812
3284,0.24288,8.34,18.39,30.79,48.13,63.43,75.22,125.55,47191.56,810
3285,0.24266,8.34,18.34,31.16,48.08,63.30,75.08,92.45,47135.49,809
3286,0.24183,8.34,18.34,31.24,48.07,63.68,74.39,93.60,47121.44,809
3287,0.24184,8.34,18.34,31.67,48.00,63.75,75.20,90.83,47170.19,809
3288,0.24465,8.34,18.25,31.08,48.36,63.16,75.25,126.44,47231.26,807
3289,0.24200,8.34,18.25,31.47,48.07,62.99,75.15,85.48,47189.42,809
3290,0.24218,8.34,18.25,31.16,48.31,63.25,75.01,89.04,47236.98,809
3291,0.24209,8.34,18.21,31.39,48.45,63.13,74.76,86.51,47248.14,808
3292,0.24445,8.34,18.08,31.37,48.19,63.50,75.48,138.03,47249.10,806
3293,0.24527,8.34,18.00,31.33,48.19,63.88,74.97,140.11,47120.81,803
3294,0.24193,8.34,18.00,31.59,48.67,62.97,74.74,88.71,47030.64,803
3295,0.24330,8.34,18.00,31.38,48.50,62.84,75.18,88.04,47063.64,804
3296,0.24452,8.34,17.95,30.79,48.55,62.94,75.25,90.60,47124.92,802
3297,0.24377,8.34,17.95,31.22,48.76,62.90,74.96,85.53,47079.46,803
3298,0.24304,8.34,17.99,31.19,48.66,62.68,75.14,85.42,47129.69,804
3299,0.24310,8.34,17.99,31.16,48.57,63.13,75.21,85.85,47114.99,804
3300,0.24527,8.34,18.00,31.16,48.69,63.20,75.16,93.59,47144.32,802
3301,0.24265,8.34,17.99,31.16,48.83,62.96,74.95,84.08,47105.16,802
3302,0.24510,8.34,17.95,31.07,48.88,62.99,74.96,114.14,47106.89,800
3303,0.24326,8.34,17.99,31.07,48.89,63.05,74.86,87.19,47009.31,801
3304,0.24286,8.34,18.00,31.16,49.02,63.11,74.96,87.62,47048.06,800
3305,0.24268,8.34,18.00,31.57,49.04,62.79,74.89,92.20,47059.67,802
3306,0.24303,8.34,18.08,30.98,49.06,63.29,75.25,84.77,47128.47,803
3307,0.24198,8.34,18.21,31.16,49.09,62.74,75.13,87.54,47198.87,804
3308,0.24235,8.34,18.25,30.63,49.14,62.80,75.10,85.76,47270.67,804
3309,0.24168,8.34,18.28,30.70,49.26,62.89,75.12,87.63,47296.76,804
3310,0.24212,8.34,18.28,31.15,49.30,62.95,75.34,94.64,47309.34,805
3311,0.24048,9.78,18.39,31.47,49.45,62.86,75.40,86.85,47346.57,805
3312,0.24352,9.78,18.28,30.81,49.44,63.06,75.52,95.18,47324.64,802
3313,0.24221,9.78,18.28,31.06,49.51,63.07,75.41,91.34,47289.38,804
3314,0.24309,9.78,18.39,31.17,49.53,62.47,75.68,131.77,47349.73,804
3315,0.24172,9.78,18.47,31.16,49.46,62.74,75.46,86.32,47374.52,805
3316,0.24197,9.78,18.47,31.16,49.38,62.84,75.46,136.92,47431.80,806
3317,0.24094,9.78,18.75,30.70,49.62,62.79,75.46,94.35,47455.60,807
3318,0.24100,9.78,18.84,31.16,49.83,62.26,75.79,130.70,47481.06,805
3319,0.24243,9.78,18.78,30.80,49.75,63.23,75.71,93.18,47453.94,802
3320,0.24074,9.78,18.75,31.16,49.97,62.33,75.20,91.27,47309.81,802
3321,0.24192,9.78,18.66,31.18,49.78,62.47,74.84,132.60,47289.07,801
3322,0.24005,9.78,18.66,31.03,49.89,62.46,74.56,90.36,47235.24,801
3323,0.23982,9.78,18.66,30.96,49.99,62.31,75.05,83.68,47274.97,802
3324,0.24044,9.78,18.75,31.24,50.14,62.02,74.96,88.84,47340.26,802
3325,0.24201,9.78,18.66,31.13,49.90,62.77,76.04,102.89,47403.93,801
3326,0.24050,9.78,18.75,31.22,50.15,62.75,75.16,93.68,47333.94,800
3327,0.24227,9.78,18.47,30.83,50.01,62.77,75.03,97.26,47322.09,796
3328,0.24260,9.78,18.39,30.73,49.86,61.97,75.30,89.60,47175.08,794
3329,0.24161,9.78,18.34,30.50,49.92,61.84,74.62,85.55,46937.32,793
3330,0.24221,9.78,18.39,30.42,49.96,62.09,74.55,113.31,46970.95,793
3331,0.24073,9.78,18.47,30.84,49.95,62.02,74.90,85.39,46983.88,793
3332,0.24054,9.78,18.47,30.49,50.43,62.17,74.88,86.44,47036.66,793
3333,0.24069,9.78,18.47,30.56,50.37,62.44,74.81,85.76,47097.86,793
3334,0.24033,9.78,18.39,30.56,50.47,62.42,74.73,89.48,47160.48,793
3335,0.24165,9.78,18.39,30.20,50.05,62.48,74.95,89.82,47178.95,792
3336,0.24243,9.78,18.34,30.56,50.43,62.49,75.03,102.47,47177.86,791
3337,0.24172,9.78,18.28,30.32,50.58,62.75,74.60,88.18,47128.35,792
3338,0.24315,9.78,18.28,30.56,50.18,61.46,74.87,132.16,47118.79,792
3339,0.24138,9.78,18.28,30.68,50.36,62.19,74.94,86.37,47076.35,793
3340,0.23980,9.78,18.39,30.62,50.40,62.12,74.54,84.31,47125.85,793
3341,0.24052,9.78,18.39,30.60,50.43,62.19,74.69,87.26,47185.64,793
3342,0.24075,9.78,18.39,30.56,50.52,62.24,74.72,86.42,47166.32,793
3343,0.24031,9.78,18.39,30.73,50.42,62.05,74.84,86.79,47251.38,793
3344,0.24046,9.78,18.39,30.17,51.05,62.37,74.92,88.72,47318.23,793
3345,0.24106,9.78,18.28,30.56,50.69,62.37,75.29,103.89,47381.80,792
3346,0.23997,9.78,18.28,30.90,50.92,62.33,74.80,87.43,47393.58,793
3347,0.24059,9.78,18.28,30.86,51.01,62.84,75.01,85.85,47446.46,793
3348,0.24080,9.78,18.25,30.56,50.96,62.01,75.24,95.55,47506.68,793
3349,0.24061,9.78,18.25,30.38,51.04,61.71,75.27,87.42,47519.55,795
3350,0.23988,9.78,18.39,30.74,50.83,62.22,75.74,86.91,47540.60,796
3351,0.24054,9.78,18.39,31.04,51.24,62.32,75.40,86.92,47598.27,798
3352,0.24059,9.78,18.39,30.32,51.02,61.82,75.35,88.65,47529.58,798
3353,0.23932,9.78,18.47,30.79,51.03,62.26,75.41,88.17,47609.79,799
3354,0.24085,9.78,18.39,30.56,51.11,62.40,75.32,91.11,47676.33,798
3355,0.24114,9.78,18.25,30.38,51.05,62.81,75.67,119.34,47687.96,799
3356,0.24001,9.78,18.47,30.56,50.95,62.56,75.61,88.08,47660.42,799
3357,0.23910,9.78,18.47,30.70,51.37,62.66,75.27,90.83,47705.45,800
3358,0.24060,9.78,18.39,30.51,51.07,62.73,75.26,93.85,47771.41,799
3359,0.24143,9.78,18.39,30.52,51.69,61.57,75.47,139.33,47659.97,800
3360,0.24172,9.78,18.39,30.35,50.87,62.14,75.81,140.43,47610.88,799
3361,0.24196,9.78,18.25,30.36,51.03,62.45,75.47,113.19,47605.71,798
3362,0.24084,9.78,18.28,30.53,50.73,61.76,75.42,90.99,47560.31,799
3363,0.24034,9.78,18.28,30.17,51.42,61.91,74.99,87.44,47613.19,798
3364,0.23920,9.78,18.39,30.32,51.42,62.26,75.11,89.37,47587.02,799
3365,0.23944,9.78,18.44,30.28,51.33,61.79,75.32,86.23,47640.14,799
3366,0.23940,9.78,18.47,30.16,51.09,61.87,75.32,93.04,47658.81,797
3367,0.23974,9.78,18.47,30.25,51.35,61.21,75.05,105.31,47621.33,797
3368,0.24067,9.78,18.66,30.37,50.91,61.99,75.09,130.07,47620.65,796
3369,0.23880,9.78,18.74,30.26,51.09,60.43,75.09,85.78,47590.95,796
3370,0.24158,9.78,18.44,30.22,50.56,62.37,74.96,129.94,47635.09,792
3371,0.23960,9.78,18.39,30.21,51.64,61.46,74.37,87.12,47506.86,793
3372,0.23881,9.78,18.47,30.12,51.27,60.71,74.35,85.79,47496.38,793
3373,0.24031,9.78,18.39,30.22,51.33,61.55,74.64,86.80,47544.34,792
3374,0.24060,9.78,18.39,29.83,51.34,61.88,74.33,89.90,47500.34,792
3375,0.24080,9.78,18.39,30.29,50.35,61.24,74.91,91.34,47497.07,792
3376,0.24003,9.78,18.39,30.27,50.94,61.05,75.00,88.12,47546.13,792
3377,0.24059,9.78,18.28,30.10,51.10,61.89,75.01,105.90,47605.82,791
3378,0.24219,9.78,18.28,30.13,50.64,61.93,74.54,96.94,47577.36,789
3379,0.23976,9.82,18.39,30.27,51.07,61.03,74.68,86.06,47480.88,789
3380,0.23944,9.82,18.39,30.47,50.43,61.57,74.52,87.19,47510.89,791
3381,0.23985,9.82,18.39,30.09,50.99,61.16,74.81,89.41,47572.18,792
3382,0.24120,9.82,18.39,30.12,50.36,61.72,74.82,90.96,47642.08,790
3383,0.24080,9.82,18.39,29.65,51.63,61.40,74.75,87.55,47603.57,790
3384,0.23999,9.82,18.44,29.71,51.27,61.16,74.36,86.94,47606.25,792
3385,0.24055,9.82,18.47,30.04,51.33,61.38,74.60,134.23,47667.72,791
3386,0.24009,9.82,18.47,29.65,51.09,61.31,74.31,92.77,47683.14,790
3387,0.24002,9.82,18.44,29.50,50.99,61.88,74.67,86.82,47689.20,789
3388,0.24153,9.82,18.28,29.97,51.56,61.78,74.32,97.32,47689.50,786
3389,0.24388,9.82,18.25,29.34,50.85,61.79,74.82,134.97,47588.02,784
3390,0.24280,9.82,18.25,29.36,50.94,61.56,74.40,93.23,47479.35,783
3391,0.24084,9.82,18.28,28.99,50.73,61.24,74.13,86.84,47363.00,784
3392,0.24224,9.82,18.25,29.07,50.54,61.36,74.42,89.51,47389.41,782
3393,0.24113,9.82,18.25,29.16,50.98,61.23,74.82,86.90,47351.42,784
3394,0.24267,9.82,18.39,29.15,50.77,61.23,74.35,144.41,47413.08,784
3395,0.24124,9.82,18.44,29.19,50.53,61.84,73.80,87.42,47440.09,784
3396,0.23949,9.82,18.54,29.03,50.98,61.28,73.88,90.14,47413.02,785
3397,0.23925,9.82,18.66,29.36,51.29,61.53,73.32,89.74,47463.11,785
3398,0.24028,9.82,18.66,29.50,50.54,61.57,74.11,100.27,47522.18,784
3399,0.23967,9.82,18.66,29.36,51.19,61.78,73.28,91.69,47542.16,782
3400,0.24094,9.82,18.66,29.03,51.22,61.81,73.25,89.35,47500.86,781
3401,0.23971,9.82,18.74,29.36,50.83,61.54,73.54,87.61,47455.67,780
3402,0.24121,9.82,18.74,29.18,50.49,61.44,73.51,99.56,47448.73,779
3403,0.24126,9.82,18.74,29.28,50.54,61.24,73.58,140.93,47404.69,780
3404,0.23924,9.82,18.75,29.39,50.78,61.69,73.33,85.97,47340.72,780
3405,0.23997,9.82,18.74,29.28,50.73,61.54,73.12,98.10,47404.14,780
3406,0.23941,9.82,18.74,29.54,50.73,61.72,73.29,88.86,47411.34,780
3407,0.23947,9.82,18.74,29.44,50.96,61.55,73.99,86.24,47461.88,782
3408,0.24211,9.82,18.66,29.37,50.78,61.40,73.67,97.44,47426.49,781
3409,0.24006,9.82,18.66,29.46,51.08,61.49,73.49,85.53,47443.32,781
3410,0.24119,9.82,18.66,29.62,51.06,61.54,74.21,108.63,47495.75,779
3411,0.24177,9.82,18.54,29.65,51.09,61.74,73.82,91.14,47463.54,780
3412,0.24216,9.82,18.74,29.36,51.05,61.74,73.66,89.26,47430.99,779
3413,0.24399,9.66,18.54,28.66,50.30,61.90,73.19,139.40,47345.35,777
3414,0.24417,9.66,18.54,29.03,50.69,62.27,73.67,116.17,47306.80,774
3415,0.24288,9.66,18.51,28.88,50.97,61.75,73.74,86.88,47203.75,774
3416,0.24227,9.66,18.51,28.93,50.90,61.66,73.21,88.06,47180.14,776
3417,0.24154,9.66,18.54,28.99,50.41,61.58,73.12,93.16,47235.40,775
3418,0.24282,9.66,18.54,28.96,50.42,61.87,73.55,107.02,47244.35,774
3419,0.24224,9.66,18.54,28.11,50.44,61.71,73.52,86.45,47169.99,771
3420,0.24247,9.66,18.54,28.89,50.61,62.04,72.56,123.05,47146.20,771
3421,0.24143,9.66,18.66,28.67,50.74,61.52,72.38,85.16,47151.88,773
3422,0.24325,9.66,18.74,27.96,50.56,61.91,73.33,141.50,47213.89,773
3423,0.24259,9.66,18.74,28.49,50.04,62.00,72.72,89.91,47225.35,774
3424,0.24086,9.66,18.78,29.01,51.09,61.76,72.64,88.07,47237.82,774
3425,0.24139,9.66,18.78,28.67,51.10,61.98,73.21,92.06,47289.07,776
3426,0.24129,9.66,18.84,28.81,50.68,61.88,72.97,104.15,47365.98,777
3427,0.24104,9.66,18.84,29.03,50.58,61.91,73.51,92.38,47378.30,777
3428,0.24095,9.66,18.84,29.03,51.22,62.16,73.39,88.68,47382.27,777
3429,0.24089,9.66,18.84,28.76,50.63,62.04,73.43,86.60,47348.62,777
3430,0.24171,9.66,18.74,28.73,51.15,62.30,73.32,92.71,47428.32,775
3431,0.24056,9.66,18.74,28.84,50.66,62.09,73.02,86.44,47308.12,775
3432,0.24203,9.66,18.66,28.49,51.20,62.15,73.30,97.98,47366.73,776
3433,0.24248,9.66,18.74,28.34,51.13,62.01,72.68,88.07,47256.99,775
3434,0.24211,9.66,18.78,28.40,50.71,62.26,72.70,95.98,47274.62,774
3435,0.24174,9.66,18.78,28.78,50.75,62.07,72.54,85.60,47278.86,773
3436,0.24154,9.66,18.78,28.31,51.01,62.55,72.72,89.61,47286.84,775
3437,0.24146,9.66,18.84,28.77,51.01,62.28,72.94,91.33,47345.88,774
3438,0.24166,9.66,18.84,28.79,50.95,62.40,72.80,89.03,47360.38,773
3439,0.24178,9.66,18.84,28.59,50.84,62.28,73.22,89.20,47362.30,772
3440,0.24076,9.66,18.84,29.02,51.28,62.63,72.54,87.70,47363.09,772
3441,0.24482,9.66,18.74,28.37,50.80,62.68,73.00,148.79,47411.41,769
3442,0.24355,9.66,18.66,27.96,50.96,62.49,73.09,88.51,47316.11,769
3443,0.24453,9.66,18.54,28.00,50.73,62.92,72.81,101.26,47298.31,769
3444,0.24279,9.66,18.66,28.13,50.93,62.42,72.46,87.41,47205.55,773
3445,0.24274,9.66,18.74,28.09,51.17,62.80,72.41,86.29,47250.16,773
3446,0.24209,9.66,18.78,27.94,51.21,62.80,72.75,93.44,47269.41,776
3447,0.24125,9.66,18.84,28.05,51.30,62.70,72.67,84.70,47335.02,776
3448,0.24324,9.66,18.66,27.84,51.24,62.92,72.86,101.69,47315.98,775
3449,0.24258,9.66,18.74,27.94,51.04,62.65,72.64,86.07,47209.34,776
3450,0.24183,9.66,18.78,27.96,51.34,62.67,72.64,90.77,47270.34,777
3451,0.24193,9.66,18.84,27.71,50.97,63.06,72.54,86.91,47337.84,778
3452,0.24279,9.66,18.78,28.16,51.21,62.96,72.85,96.45,47404.94,777
3453,0.24205,9.66,18.78,28.24,51.40,62.91,72.93,93.75,47367.11,777
3454,0.24272,9.66,18.78,27.96,51.41,63.09,72.83,87.95,47408.49,777
3455,0.24279,9.66,18.78,28.35,51.41,63.06,72.90,120.11,47465.61,780
3456,0.24100,9.66,18.87,28.24,52.01,62.96,72.79,86.46,47494.10,781
3457,0.24168,9.66,18.90,28.07,52.09,63.26,72.95,88.21,47558.48,780
3458,0.24099,9.66,18.90,28.43,51.57,63.20,72.96,89.33,47571.19,780
3459,0.24214,9.66,18.84,28.03,51.42,63.39,73.49,88.35,47541.81,778
3460,0.24104,9.66,18.84,28.63,51.59,63.41,72.76,86.30,47576.49,779
3461,0.24262,9.66,18.84,28.24,51.64,63.53,72.76,103.84,47610.38,779
3462,0.24326,9.66,18.84,27.96,51.28,63.62,72.36,141.35,47580.50,777
3463,0.24276,9.66,18.84,27.96,51.01,63.47,72.67,134.58,47527.79,777
3464,0.24282,9.66,18.84,27.89,51.15,63.41,72.35,109.85,47528.06,775
3465,0.24165,9.66,18.84,28.17,51.63,63.25,72.81,83.82,47482.48,778
3466,0.24128,9.66,18.90,28.40,51.59,63.81,72.74,86.13,47543.68,780
3467,0.24040,9.66,18.92,28.49,51.47,63.59,73.05,83.73,47614.13,780
3468,0.24071,9.66,18.92,28.38,51.42,63.78,72.94,86.03,47676.98,780
3469,0.24085,9.66,18.92,28.70,51.49,63.81,72.96,84.00,47738.11,782
3470,0.24073,9.66,18.95,28.84,51.73,64.02,72.86,84.87,47806.92,782
3471,0.24042,9.66,18.92,28.73,51.79,64.03,72.50,86.67,47789.01,781
3472,0.24145,9.66,18.92,28.77,51.69,63.91,73.15,96.29,47860.98,780
3473,0.24260,9.66,18.92,28.87,51.56,64.21,73.19,128.17,47877.26,779
3474,0.24078,9.66,18.92,28.99,51.69,64.04,73.05,83.34,47882.49,780
3475,0.24278,9.66,18.90,28.57,51.83,64.14,73.13,95.46,47933.68,778
3476,0.24193,9.66,18.87,28.45,51.90,64.18,73.14,117.73,47898.52,779
3477,0.24122,9.66,18.90,27.96,52.28,64.31,72.91,88.50,47901.59,779
3478,0.24156,9.66,18.90,28.69,51.62,64.36,73.02,90.27,47951.02,780
3479,0.24088,9.66,18.90,28.88,52.19,64.45,73.24,83.26,48010.19,781
3480,0.24117,9.66,18.90,29.01,51.63,64.40,73.58,93.86,48078.19,781
3481,0.24161,9.66,18.90,28.66,52.30,64.47,73.12,85.75,48091.00,781
3482,0.24057,9.66,18.92,29.16,51.96,64.52,73.19,91.56,48097.56,782
3483,0.24082,9.66,18.90,28.91,52.35,64.49,73.41,89.96,48141.52,782
3484,0.24160,9.66,18.92,28.75,51.94,64.60,73.11,91.32,48154.78,782
3485,0.24059,9.66,18.92,29.03,51.92,64.70,73.28,88.93,48162.91,783
3486,0.24155,9.66,18.92,28.89,52.16,64.84,73.53,105.32,48221.85,782
3487,0.24142,9.66,18.92,28.71,52.45,64.97,73.02,127.40,48187.99,783
3488,0.24084,9.66,18.95,28.81,52.06,64.69,73.37,90.35,48195.82,785
3489,0.24005,9.66,18.97,29.03,52.08,64.93,73.30,95.45,48265.83,786
3490,0.24139,8.53,18.97,29.17,52.46,65.00,73.52,123.83,48292.11,785
3491,0.24159,8.53,18.97,28.97,52.54,65.07,73.54,100.35,48287.73,784
3492,0.24024,8.53,18.97,29.07,52.44,65.14,73.35,83.97,48283.65,785
3493,0.24029,8.53,18.97,28.94,52.43,65.07,73.42,84.76,48333.16,786
3494,0.24130,8.53,18.97,29.21,52.58,65.13,73.79,141.16,48395.20,785
3495,0.24009,8.53,18.97,29.03,52.79,65.28,73.61,89.84,48409.13,785
3496,0.24227,8.53,18.95,29.20,52.31,65.28,73.83,107.31,48461.07,784
3497,0.24021,8.53,18.97,29.35,52.59,65.38,73.27,89.62,48428.44,785
3498,0.24115,8.53,18.97,29.61,52.86,65.53,73.44,147.48,48475.88,784
3499,0.24125,8.53,18.97,29.33,52.82,65.53,73.88,89.31,48492.59,785
3500,0.24054,8.53,18.97,29.19,52.82,65.44,73.55,85.34,48416.14,786
3501,0.24327,8.53,18.97,29.34,52.90,65.68,73.49,131.41,48495.37,784
3502,0.24118,8.53,19.00,29.46,52.88,65.72,73.75,91.26,48421.73,784
3503,0.24232,8.53,18.97,29.42,52.64,65.80,74.07,95.70,48456.12,782
3504,0.24098,8.53,18.97,29.52,52.41,65.67,73.24,90.85,48413.81,784
3505,0.24007,8.53,19.07,29.34,52.72,65.84,72.96,85.56,48468.55,784
3506,0.24239,8.53,19.07,29.43,52.49,65.99,73.71,107.02,48528.50,784
3507,0.24208,8.53,19.07,29.01,52.70,66.08,73.78,131.31,48539.40,784
3508,0.24123,8.53,19.14,29.43,52.98,65.87,73.26,83.42,48468.13,785
3509,0.24276,8.53,19.14,29.11,52.62,66.21,73.34,132.96,48543.47,787
