iteration,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents,edu_mean,edu_min,edu_p10,edu_p25,edu_p50,edu_p75,edu_p90,edu_max
187,0.33059,9.34,37.79,61.79,110.58,175.10,217.31,417.12,122509.98,464,5.06,0.00,2.15,3.82,4.09,7.04,8.80,9.98
188,0.33002,10.15,38.03,61.88,110.92,174.86,218.44,417.12,122754.22,463,5.07,0.00,2.16,3.84,4.10,7.03,8.81,9.98
189,0.32954,10.15,38.03,61.96,111.10,174.28,218.10,417.12,122985.95,464,5.08,0.04,2.18,3.85,4.12,7.03,8.81,9.98
190,0.32944,10.15,37.94,62.11,112.00,174.32,216.95,417.12,122900.55,463,5.08,0.00,2.11,3.86,4.13,7.03,8.81,9.98
191,0.32954,10.15,37.94,62.23,111.76,174.14,217.04,417.12,122771.86,461,5.07,0.00,2.12,3.88,4.15,7.03,8.81,9.98
192,0.32910,10.15,37.94,62.47,112.20,174.33,217.19,417.12,122992.57,461,5.09,0.03,2.15,3.90,4.17,7.04,8.81,9.98
193,0.32899,10.15,37.94,62.67,112.20,174.56,217.61,417.12,123203.87,463,5.10,0.05,2.17,3.91,4.19,7.05,8.81,9.98
194,0.32882,10.15,37.94,62.38,112.13,174.17,217.54,417.12,123396.12,464,5.11,0.09,2.19,3.93,4.20,7.06,8.82,9.98
195,0.32953,10.15,37.94,62.38,112.20,174.83,218.08,417.12,123361.41,463,5.11,0.00,2.19,3.94,4.22,7.06,8.81,9.98
196,0.32890,10.15,37.99,62.73,112.35,174.90,217.32,417.12,123581.28,463,5.12,0.00,2.20,3.96,4.23,7.07,8.81,9.98
197,0.32703,10.15,37.99,63.34,112.41,173.88,217.45,417.12,123795.74,460,5.11,0.00,2.13,3.97,4.24,7.03,8.81,9.98
198,0.32683,10.15,37.99,63.49,112.35,174.96,219.58,417.12,124040.54,461,5.12,0.02,2.17,3.98,4.26,7.05,8.82,9.98
199,0.32721,10.15,37.99,63.42,112.84,174.33,218.68,417.12,124084.26,460,5.10,0.00,2.10,3.99,4.27,7.03,8.80,9.98
200,0.32774,10.15,38.03,63.34,113.27,174.68,217.38,417.12,124315.16,461,5.11,0.02,2.11,4.01,4.28,7.04,8.81,9.98
201,0.32730,10.15,38.03,63.61,113.15,175.73,219.35,417.12,124538.20,462,5.13,0.04,2.14,4.02,4.30,7.05,8.81,9.98
202,0.32702,10.15,38.04,63.45,113.34,175.93,218.73,417.12,124499.70,461,5.12,0.00,2.08,4.02,4.32,7.03,8.80,9.98
203,0.32651,10.15,38.04,63.94,113.43,175.47,219.01,417.12,124723.33,459,5.12,0.00,2.06,4.04,4.33,7.02,8.80,9.98
204,0.32750,10.15,38.03,63.81,113.31,176.17,218.89,417.12,124967.95,459,5.13,0.00,2.07,4.04,4.34,7.02,8.80,9.98
205,0.32703,11.17,38.04,63.72,113.43,175.73,219.01,417.12,125010.91,461,5.13,0.00,2.08,4.05,4.35,7.00,8.81,9.98
206,0.32673,11.17,38.06,64.12,113.62,176.28,220.56,417.12,125241.12,459,5.13,0.00,2.04,4.06,4.37,7.00,8.79,9.98
207,0.32660,11.17,38.06,64.19,113.47,176.89,220.85,417.12,125472.80,460,5.14,0.04,2.08,4.08,4.38,7.01,8.79,9.98
208,0.32623,11.17,38.75,64.32,113.47,177.21,219.01,417.12,125477.60,459,5.15,0.00,2.03,4.10,4.40,7.01,8.80,9.98
209,0.32628,11.17,38.99,64.44,113.62,178.28,220.05,417.12,125490.78,458,5.15,0.00,2.05,4.11,4.41,7.02,8.80,9.98
210,0.32564,11.17,38.99,64.64,113.62,178.82,219.01,417.12,125718.29,458,5.16,0.01,2.05,4.13,4.43,7.03,8.81,9.98
211,0.32539,11.17,38.99,64.64,113.87,179.22,219.35,417.12,125852.95,458,5.17,0.00,2.06,4.14,4.44,7.04,8.81,9.98
212,0.32575,11.17,38.75,65.07,114.51,177.44,220.05,417.12,125846.87,459,5.18,0.00,2.07,4.14,4.45,7.05,8.81,9.98
213,0.32558,11.17,38.75,65.49,113.96,176.93,220.00,417.12,126056.75,460,5.19,0.01,2.11,4.15,4.47,7.06,8.82,9.98
214,0.32536,11.17,38.75,65.49,113.62,176.96,219.05,417.12,125852.90,457,5.18,0.00,2.04,4.16,4.48,7.04,8.81,9.98
215,0.32568,11.17,38.75,65.49,114.51,178.67,222.20,417.12,126066.46,458,5.19,0.02,2.06,4.18,4.50,7.05,8.82,9.98
216,0.32526,11.17,38.99,65.62,114.51,178.10,222.58,417.12,126269.80,459,5.20,0.04,2.09,4.19,4.52,7.05,8.82,9.98
217,0.32418,11.17,39.79,66.27,113.79,177.92,222.68,417.12,126256.90,580,5.20,0.00,2.08,4.20,4.53,7.04,8.83,9.98
218,0.31828,13.28,40.37,66.33,113.43,176.48,221.42,410.56,125020.71,626,5.21,0.02,2.10,4.21,4.55,7.06,8.83,9.98
219,0.31274,15.22,41.82,65.92,112.81,175.20,217.12,410.56,123574.46,649,5.21,0.00,2.11,4.22,4.56,7.06,8.83,9.98
220,0.30988,21.76,43.95,65.59,108.13,173.21,214.27,410.56,122328.68,673,5.22,0.01,2.13,4.24,4.57,7.07,8.83,9.98
221,0.30856,21.76,45.38,65.75,106.22,172.72,212.56,410.56,121227.03,678,5.23,0.00,2.14,4.26,4.59,7.06,8.82,9.98
222,0.30739,21.76,46.95,65.74,104.45,171.58,211.83,410.56,120253.52,685,5.24,0.01,2.17,4.27,4.60,7.07,8.83,9.98
223,0.30785,21.76,48.53,65.20,102.60,171.30,212.14,410.56,119177.44,693,5.24,0.00,2.16,4.29,4.61,7.07,8.83,9.98
224,0.30723,21.76,50.21,64.78,99.74,170.23,211.89,410.56,118513.75,701,5.25,0.00,2.17,4.29,4.62,7.08,8.81,9.98
225,0.30583,21.76,50.86,64.91,97.92,169.61,210.49,410.56,117820.04,703,5.24,0.00,2.13,4.29,4.64,7.05,8.78,9.98
226,0.30577,21.76,51.64,64.55,96.92,169.64,210.13,410.56,117167.16,708,5.25,0.00,2.10,4.30,4.65,7.05,8.74,9.98
227,0.30533,21.76,52.47,64.38,94.72,167.56,209.49,410.56,116458.62,712,5.25,0.00,2.10,4.31,4.67,7.05,8.72,9.98
228,0.30577,21.76,53.08,63.52,91.27,169.09,208.52,410.56,115928.05,715,5.26,0.05,2.12,4.33,4.68,7.05,8.72,9.98
229,0.30565,21.76,53.58,63.55,90.23,169.02,208.13,410.56,115448.61,719,5.28,0.06,2.15,4.35,4.69,7.05,8.72,9.98
230,0.30361,21.76,54.55,63.73,88.90,166.08,207.59,410.56,114934.90,721,5.28,0.00,2.14,4.36,4.71,7.06,8.73,9.98
231,0.30229,21.76,54.65,63.95,89.36,166.47,208.26,410.56,114467.80,726,5.29,0.00,2.16,4.36,4.72,7.06,8.72,9.98
232,0.30241,21.76,55.00,63.88,88.66,166.07,208.81,410.56,114101.23,729,5.30,0.02,2.18,4.38,4.74,7.06,8.72,9.98
233,0.30252,21.76,55.32,63.99,87.18,165.53,207.95,410.56,113831.43,732,5.31,0.04,2.20,4.40,4.75,7.07,8.72,9.98
234,0.30238,21.76,54.63,63.96,86.73,163.11,206.44,404.62,113565.65,734,5.32,0.00,2.22,4.40,4.77,7.08,8.72,9.98
235,0.30137,21.76,55.70,64.26,85.03,162.66,206.48,404.62,113353.29,739,5.33,0.04,2.25,4.41,4.78,7.09,8.73,9.98
236,0.30173,21.76,54.63,64.39,83.67,162.91,207.34,404.62,113131.90,740,5.34,0.08,2.25,4.42,4.79,7.10,8.73,9.98
237,0.30150,21.76,55.62,64.73,83.41,162.31,209.42,404.62,112983.54,744,5.35,0.09,2.27,4.44,4.81,7.11,8.74,9.98
238,0.30167,21.76,56.31,64.93,82.97,165.34,209.80,404.62,112885.10,747,5.37,0.12,2.30,4.45,4.82,7.12,8.74,9.98
239,0.30207,21.76,56.81,64.88,82.46,164.87,209.69,404.62,112835.80,752,5.38,0.13,2.31,4.47,4.83,7.12,8.75,9.98
240,0.30087,21.76,56.81,64.94,82.31,164.80,209.67,404.62,112742.34,752,5.38,0.00,2.33,4.48,4.85,7.12,8.71,9.98
241,0.30080,21.76,57.43,65.12,82.28,164.69,209.24,404.62,112718.53,752,5.40,0.04,2.34,4.49,4.86,7.13,8.71,9.98
242,0.30062,21.76,58.07,65.44,81.06,163.57,207.19,404.62,112730.07,755,5.41,0.04,2.36,4.51,4.87,7.13,8.72,9.98
243,0.30019,21.76,57.07,65.89,81.03,163.85,207.00,404.62,112775.56,756,5.40,0.00,2.34,4.51,4.89,7.14,8.68,9.98
244,0.29944,21.76,57.45,66.07,81.21,162.09,207.54,404.62,112781.03,757,5.42,0.02,2.37,4.53,4.91,7.15,8.68,9.98
245,0.29791,21.76,57.58,66.14,82.46,161.02,207.33,404.62,112800.82,756,5.41,0.00,2.35,4.53,4.92,7.14,8.65,9.98
246,0.29588,21.76,57.81,66.45,81.75,161.02,205.68,404.62,112587.44,755,5.41,0.00,2.34,4.53,4.93,7.11,8.65,9.98
247,0.29398,21.76,58.30,66.86,82.46,160.02,204.70,404.62,112567.02,755,5.40,0.00,2.34,4.52,4.94,7.11,8.64,9.98
248,0.29396,21.76,58.16,67.23,82.81,160.59,205.76,404.62,112650.88,756,5.41,0.01,2.35,4.55,4.96,7.12,8.64,9.98
249,0.29464,21.76,58.05,67.55,83.06,160.59,205.05,404.62,112709.35,754,5.40,0.00,2.35,4.54,4.97,7.11,8.63,9.98
250,0.29382,21.76,58.13,67.63,82.97,162.93,205.67,392.51,112721.03,757,5.40,0.00,2.36,4.54,4.98,7.11,8.64,9.98
251,0.29281,21.76,58.26,67.85,82.24,161.03,207.52,392.51,112616.82,758,5.41,0.00,2.38,4.53,4.99,7.11,8.64,9.98
252,0.29235,21.76,58.37,68.22,82.46,161.26,207.20,392.51,112629.54,760,5.41,0.00,2.38,4.54,5.00,7.11,8.64,9.98
253,0.29226,21.76,58.36,68.39,81.88,162.12,205.85,392.51,112642.09,761,5.42,0.05,2.40,4.56,5.02,7.12,8.65,9.98
254,0.29192,21.76,58.26,68.34,81.06,161.94,205.33,392.51,112451.86,760,5.42,0.00,2.36,4.56,5.03,7.12,8.65,9.98
255,0.29078,21.76,58.26,68.76,80.71,160.29,206.03,392.51,112466.01,762,5.43,0.01,2.39,4.57,5.04,7.13,8.65,9.98
256,0.28853,21.76,58.31,69.41,80.71,160.04,204.72,392.51,112391.99,762,5.44,0.00,2.41,4.58,5.05,7.12,8.66,9.98
257,0.28775,21.76,58.97,69.36,80.71,159.22,204.80,392.51,112459.57,762,5.45,0.02,2.44,4.59,5.07,7.13,8.66,9.98
258,0.28668,21.76,59.70,69.81,81.06,158.80,205.42,392.51,112565.97,767,5.47,0.03,2.45,4.61,5.08,7.14,8.66,9.98
259,0.28680,21.76,59.70,70.01,81.28,158.01,205.16,392.51,112641.86,765,5.46,0.00,2.45,4.61,5.09,7.15,8.65,9.98
260,0.28590,21.76,58.79,70.37,81.46,157.91,205.49,392.51,112710.49,768,5.46,0.00,2.42,4.63,5.11,7.15,8.64,9.98
261,0.28584,18.71,60.04,70.60,81.95,158.02,205.17,392.51,112731.12,768,5.46,0.00,2.35,4.62,5.12,7.15,8.65,9.98
262,0.28533,18.71,60.31,70.58,82.19,160.25,204.92,392.51,112804.16,771,5.47,0.05,2.38,4.63,5.13,7.16,8.65,9.98
263,0.28447,18.71,60.38,71.09,82.48,160.67,204.62,392.51,112851.32,772,5.48,0.06,2.41,4.65,5.15,7.17,8.66,9.98
264,0.28357,18.71,59.73,71.56,82.39,159.51,205.05,392.51,112955.30,772,5.50,0.07,2.44,4.65,5.16,7.18,8.67,9.99
265,0.28293,18.71,60.13,71.66,82.14,157.81,205.15,392.51,113089.51,773,5.51,0.09,2.45,4.67,5.17,7.18,8.67,9.99
266,0.28305,18.71,60.21,71.79,81.83,158.50,204.80,392.51,113128.90,772,5.50,0.00,2.37,4.67,5.18,7.16,8.66,9.99
267,0.28272,18.71,58.97,71.60,82.62,157.46,204.79,392.51,113111.91,771,5.48,0.00,2.37,4.63,5.19,7.16,8.66,9.99
268,0.28077,18.71,59.29,72.11,82.43,153.84,205.93,392.51,113003.08,773,5.48,0.00,2.37,4.63,5.21,7.14,8.65,9.99
269,0.28085,18.71,58.37,72.57,83.54,154.97,205.72,392.51,113002.03,770,5.47,0.00,2.37,4.63,5.22,7.11,8.63,9.99
270,0.27980,18.71,59.91,72.79,83.38,156.61,205.15,392.51,113033.74,771,5.48,0.04,2.41,4.64,5.23,7.12,8.63,9.99
271,0.27870,18.71,60.40,73.02,83.41,156.89,204.52,392.51,113111.75,772,5.49,0.04,2.43,4.64,5.24,7.13,8.64,9.99
272,0.27690,18.71,60.40,73.60,84.28,154.77,204.18,392.51,112961.47,768,5.47,0.00,2.38,4.63,5.25,7.09,8.59,9.99
273,0.27663,18.71,59.68,73.98,84.30,153.75,203.76,392.51,113091.07,769,5.48,0.02,2.40,4.65,5.27,7.10,8.59,9.99
274,0.27554,18.71,60.38,74.12,84.64,153.61,205.45,392.51,113195.10,770,5.49,0.00,2.40,4.65,5.28,7.09,8.57,9.99
275,0.27495,18.71,60.56,74.28,85.01,152.76,205.96,392.51,113302.55,772,5.50,0.02,2.43,4.66,5.29,7.10,8.58,9.99
276,0.27448,18.71,60.50,74.41,85.45,152.49,207.13,392.51,113279.16,772,5.50,0.00,2.45,4.68,5.30,7.10,8.58,9.99
277,0.27332,18.71,60.69,75.06,86.32,152.63,206.41,392.51,113388.70,771,5.51,0.00,2.44,4.67,5.32,7.09,8.58,9.99
278,0.27342,18.71,61.25,75.12,85.84,154.01,206.22,392.51,113555.58,773,5.52,0.04,2.45,4.68,5.33,7.10,8.59,9.99
279,0.27303,18.71,61.25,75.06,86.05,153.91,205.62,392.51,113671.09,773,5.52,0.00,2.46,4.68,5.34,7.09,8.59,9.99
280,0.27197,18.71,61.70,75.74,85.83,156.14,206.28,392.51,113863.05,773,5.54,0.04,2.47,4.70,5.36,7.10,8.59,9.99
281,0.27177,18.71,60.56,75.91,86.15,154.20,206.13,392.51,113964.19,773,5.54,0.00,2.47,4.71,5.37,7.10,8.59,9.99
282,0.27129,18.71,60.56,76.32,86.39,155.62,207.66,392.51,114192.50,774,5.55,0.02,2.50,4.72,5.38,7.11,8.60,9.99
283,0.27094,18.71,60.69,76.74,86.23,155.87,206.79,392.51,114370.15,774,5.56,0.03,2.52,4.73,5.39,7.11,8.60,9.99
284,0.27077,18.71,60.40,76.86,86.43,154.77,206.09,392.51,114559.70,775,5.58,0.04,2.54,4.75,5.40,7.12,8.60,9.99
285,0.27061,18.71,60.54,76.90,86.50,153.48,206.87,392.51,114760.19,775,5.57,0.00,2.52,4.76,5.42,7.12,8.60,9.99
286,0.26912,18.71,61.37,77.27,87.56,153.73,205.88,392.51,114833.86,774,5.57,0.00,2.53,4.76,5.43,7.10,8.61,9.99
287,0.26926,18.71,60.39,77.25,87.79,155.55,205.54,392.51,114998.36,773,5.57,0.00,2.51,4.78,5.44,7.07,8.60,9.99
288,0.26827,18.71,61.16,78.10,88.21,153.73,205.52,392.51,115137.10,774,5.59,0.04,2.54,4.79,5.45,7.07,8.60,9.99
289,0.26620,18.71,62.23,78.43,89.19,153.06,205.56,392.51,115298.58,779,5.59,0.00,2.56,4.79,5.46,7.05,8.59,9.99
290,0.26527,18.71,61.39,78.76,89.57,152.19,205.64,392.51,115406.71,782,5.60,0.04,2.58,4.81,5.47,7.06,8.60,9.99
291,0.26505,18.71,61.93,78.97,89.39,153.74,205.89,392.51,115459.76,783,5.61,0.09,2.59,4.82,5.49,7.06,8.60,9.99
292,0.26239,18.71,62.23,78.62,89.65,153.23,205.35,392.51,115413.05,780,5.60,0.00,2.54,4.82,5.50,7.04,8.59,9.99
293,0.26392,18.71,61.56,78.70,89.69,155.48,206.24,392.51,115476.76,781,5.60,0.00,2.55,4.82,5.51,7.03,8.59,9.99
294,0.26299,18.71,61.25,79.17,90.31,153.06,207.22,392.51,115496.31,781,5.60,0.00,2.53,4.84,5.52,7.04,8.59,9.99
295,0.26296,18.71,60.82,79.30,90.42,153.16,206.38,392.51,115475.16,780,5.61,0.00,2.55,4.84,5.53,7.04,8.57,9.99
296,0.26292,18.71,61.64,79.73,90.72,153.70,208.18,392.51,115506.79,779,5.60,0.00,2.56,4.84,5.54,7.04,8.57,9.99
297,0.26219,18.71,61.25,79.66,90.92,152.35,207.72,392.51,115588.29,778,5.61,0.00,2.58,4.83,5.55,7.02,8.58,9.99
298,0.26087,18.71,62.26,80.26,91.63,152.59,206.77,392.51,115666.93,777,5.61,0.00,2.59,4.83,5.56,7.02,8.57,9.99
299,0.26055,18.71,61.38,80.58,91.82,151.77,205.15,392.51,115838.52,778,5.62,0.00,2.60,4.84,5.57,7.03,8.57,9.99
300,0.26015,18.71,62.23,81.20,91.39,153.06,206.75,325.74,115949.32,778,5.63,0.02,2.63,4.85,5.58,7.04,8.57,9.99
301,0.26006,18.71,61.95,80.73,91.73,153.06,206.80,294.48,116016.60,777,5.63,0.00,2.64,4.84,5.60,7.03,8.58,9.99
302,0.25980,18.71,61.27,81.04,92.46,152.28,207.22,294.48,116166.99,778,5.63,0.00,2.64,4.83,5.60,7.02,8.55,9.99
303,0.25797,18.71,62.23,81.41,93.10,150.44,207.06,294.48,116257.65,776,5.63,0.00,2.65,4.83,5.61,7.01,8.54,9.99
304,0.25769,18.71,62.59,82.35,92.88,149.61,207.22,294.48,116340.67,776,5.64,0.01,2.68,4.83,5.63,7.02,8.54,9.99
305,0.25673,18.71,61.68,83.06,93.19,149.98,207.95,294.48,116468.30,777,5.65,0.02,2.69,4.85,5.64,7.03,8.55,9.99
306,0.25689,18.71,61.48,83.43,93.27,150.98,208.14,294.48,116484.51,775,5.65,0.00,2.62,4.86,5.65,7.01,8.54,9.99
307,0.25762,18.71,60.76,82.98,93.79,153.14,207.22,294.48,116598.65,775,5.64,0.00,2.61,4.83,5.66,7.01,8.51,9.99
308,0.25684,18.71,60.98,83.75,93.95,154.57,206.78,294.48,116664.41,777,5.65,0.03,2.62,4.85,5.67,7.01,8.51,9.99
309,0.25576,18.71,61.94,84.31,94.51,151.78,207.01,294.48,116694.82,780,5.66,0.04,2.64,4.86,5.68,7.02,8.52,9.99
310,0.25547,18.71,60.69,83.65,94.93,151.32,206.29,294.48,116678.28,779,5.66,0.00,2.62,4.82,5.69,6.97,8.51,9.99
311,0.25530,18.71,60.56,83.44,95.60,150.51,206.34,294.48,116663.45,781,5.66,0.00,2.61,4.82,5.70,6.98,8.47,9.99
312,0.25558,18.71,60.56,83.72,95.63,152.85,207.54,294.48,116733.51,784,5.67,0.04,2.63,4.84,5.72,6.99,8.47,9.99
313,0.25480,18.71,60.69,83.52,95.83,149.42,207.77,294.48,116750.28,782,5.67,0.00,2.58,4.82,5.73,6.99,8.46,9.99
314,0.25347,18.71,60.38,84.25,96.61,149.00,208.66,294.48,116868.52,782,5.68,0.01,2.61,4.83,5.74,6.99,8.47,9.99
315,0.25390,18.71,60.56,84.73,96.76,150.96,209.76,294.48,117019.83,783,5.68,0.00,2.62,4.84,5.75,7.00,8.47,9.99
316,0.25265,18.71,60.38,84.93,97.49,150.77,208.77,294.48,117063.17,783,5.68,0.00,2.62,4.84,5.76,6.98,8.42,9.99
317,0.25260,18.71,60.38,84.92,97.53,150.53,209.10,294.48,117174.26,785,5.70,0.02,2.65,4.86,5.78,6.99,8.42,9.99
318,0.25270,18.71,58.26,85.12,97.99,150.39,209.12,294.48,116971.20,783,5.68,0.00,2.64,4.84,5.78,6.91,8.41,9.99
319,0.25177,18.71,58.68,85.83,98.53,149.82,206.90,294.48,117043.32,780,5.67,0.00,2.62,4.79,5.79,6.90,8.39,9.99
320,0.25126,18.71,58.30,85.89,98.57,149.38,206.64,294.48,117117.31,781,5.68,0.01,2.64,4.80,5.81,6.91,8.39,9.99
321,0.25156,18.71,58.30,86.02,98.53,150.24,207.98,294.48,117204.09,781,5.69,0.02,2.67,4.82,5.82,6.92,8.40,9.99
322,0.25113,18.71,58.26,85.92,98.91,148.51,208.11,294.48,117275.27,781,5.69,0.00,2.67,4.83,5.83,6.92,8.40,9.99
323,0.25095,18.71,58.33,85.84,99.05,148.15,208.84,294.48,117332.20,782,5.69,0.00,2.66,4.83,5.84,6.92,8.40,9.99
324,0.25309,18.71,57.05,85.24,99.35,149.98,207.89,294.48,116979.08,775,5.64,0.00,2.51,4.80,5.85,6.87,8.36,9.99
325,0.25127,18.71,57.50,85.93,99.79,150.11,205.71,294.48,116950.47,776,5.66,0.01,2.55,4.81,5.86,6.87,8.36,9.99
326,0.25081,18.71,57.05,86.25,99.93,148.25,206.31,294.48,116973.96,776,5.66,0.00,2.56,4.82,5.87,6.86,8.36,9.99
327,0.25017,18.71,56.81,86.58,100.33,147.76,205.98,321.58,116990.30,778,5.66,0.00,2.54,4.83,5.88,6.87,8.36,9.99
328,0.24908,18.71,57.05,86.58,100.50,146.29,207.38,294.48,116975.85,777,5.66,0.00,2.53,4.82,5.89,6.86,8.36,9.99
329,0.24815,18.71,56.81,87.55,100.60,146.42,205.91,294.48,117033.80,776,5.67,0.00,2.52,4.81,5.90,6.84,8.37,9.99
330,0.24842,18.71,56.93,87.13,100.92,148.17,205.80,294.48,117104.93,777,5.68,0.05,2.54,4.82,5.91,6.86,8.37,9.99
331,0.24818,18.71,56.65,87.18,101.11,149.36,204.80,294.48,117206.20,777,5.69,0.06,2.56,4.83,5.92,6.87,8.38,9.99
332,0.24842,18.71,57.05,86.22,101.42,149.36,206.27,294.48,117341.40,778,5.70,0.09,2.57,4.86,5.93,6.88,8.39,9.99
333,0.24771,18.71,56.04,87.06,102.34,148.97,205.76,294.48,117460.77,779,5.71,0.00,2.53,4.87,5.94,6.87,8.38,9.99
334,0.24800,18.71,56.04,86.51,102.54,148.80,205.15,294.48,117590.61,779,5.71,0.00,2.51,4.88,5.95,6.86,8.38,9.99
335,0.24854,18.71,56.04,86.60,102.97,149.35,205.34,294.48,117718.93,779,5.71,0.00,2.52,4.84,5.96,6.86,8.37,9.99
336,0.24877,18.71,55.73,87.24,103.13,149.35,205.15,294.48,117856.09,778,5.72,0.00,2.52,4.85,5.98,6.85,8.36,9.99
337,0.24849,18.71,56.04,87.15,103.28,149.11,206.06,294.48,118003.24,779,5.73,0.04,2.54,4.85,5.99,6.87,8.37,9.99
338,0.24784,18.71,56.50,87.92,103.66,150.81,205.15,294.48,118128.73,779,5.74,0.08,2.54,4.88,6.00,6.87,8.37,9.99
339,0.24957,18.71,55.73,87.52,104.04,150.91,206.39,340.18,118289.16,778,5.74,0.00,2.56,4.89,6.00,6.88,8.37,9.99
340,0.24828,18.71,56.04,88.01,104.20,151.07,205.99,294.48,118428.71,780,5.75,0.00,2.57,4.89,6.02,6.89,8.37,9.99
341,0.24673,18.71,56.91,87.81,104.65,151.38,205.15,294.48,118513.54,779,5.75,0.00,2.51,4.90,6.03,6.88,8.37,9.99
342,0.24581,18.71,57.05,88.51,104.70,151.57,205.93,294.48,118668.54,779,5.76,0.04,2.53,4.91,6.04,6.88,8.38,9.99
343,0.24526,18.71,57.05,88.62,105.12,151.14,205.93,294.48,118850.37,780,5.77,0.08,2.54,4.93,6.05,6.89,8.38,9.99
344,0.24489,18.71,57.05,89.11,105.42,151.75,206.65,294.48,119055.44,781,5.78,0.09,2.57,4.95,6.06,6.90,8.38,9.99
345,0.24451,18.71,56.81,89.83,105.56,152.16,205.46,294.48,119247.89,784,5.80,0.12,2.60,4.97,6.07,6.91,8.39,9.99
346,0.24486,18.71,55.73,89.98,105.75,151.21,205.37,294.48,119250.42,781,5.78,0.00,2.49,4.94,6.08,6.90,8.39,9.99
347,0.24432,18.71,54.31,89.37,106.25,150.79,205.29,294.48,119401.83,784,5.78,0.00,2.45,4.94,6.09,6.91,8.38,9.99
348,0.24351,18.71,54.73,88.44,106.78,149.50,205.68,294.48,119416.16,784,5.79,0.00,2.47,4.94,6.10,6.92,8.37,9.99
349,0.24324,18.71,55.73,88.41,106.58,149.35,204.55,294.48,119491.43,783,5.79,0.00,2.49,4.96,6.11,6.90,8.38,9.99
350,0.24278,18.71,55.73,89.46,107.02,149.66,205.15,294.48,119659.65,784,5.80,0.05,2.51,4.97,6.12,6.92,8.38,9.99
351,0.24196,18.71,56.04,89.69,107.49,149.87,204.44,294.48,119778.43,785,5.81,0.00,2.52,4.96,6.13,6.93,8.39,9.99
352,0.24157,18.71,56.04,90.26,107.83,150.12,204.11,294.48,119920.14,785,5.81,0.00,2.52,4.96,6.14,6.92,8.38,9.99
353,0.24155,18.71,56.50,90.26,108.39,150.46,204.71,294.48,120082.51,785,5.82,0.02,2.54,4.97,6.15,6.92,8.38,9.99
354,0.24177,18.71,56.50,90.20,108.54,150.45,204.74,294.48,120233.89,786,5.82,0.00,2.52,4.96,6.16,6.92,8.39,9.99
355,0.24115,18.71,56.50,89.89,109.17,149.46,205.03,294.48,120356.73,785,5.83,0.00,2.54,4.94,6.17,6.91,8.38,9.99
356,0.24081,18.71,56.04,90.26,109.39,150.02,205.32,294.48,120550.37,784,5.83,0.00,2.55,4.94,6.18,6.91,8.39,9.99
357,0.24065,18.71,55.73,90.74,109.92,151.45,205.96,294.48,120723.04,784,5.84,0.04,2.57,4.96,6.19,6.91,8.39,9.99
358,0.24211,18.71,55.73,90.45,110.00,150.78,206.83,339.43,120917.48,784,5.84,0.00,2.58,4.98,6.20,6.90,8.38,9.99
359,0.24120,18.71,56.50,91.86,110.36,151.78,206.91,294.48,121115.93,785,5.86,0.02,2.61,4.98,6.21,6.92,8.39,9.99
360,0.24270,18.71,56.04,90.88,110.28,152.62,205.99,340.28,121285.96,786,5.85,0.00,2.57,4.99,6.22,6.88,8.38,9.99
361,0.24182,18.71,56.81,90.34,110.50,152.93,206.95,294.48,121429.07,786,5.85,0.00,2.59,5.00,6.23,6.87,8.38,9.99
362,0.24121,18.71,56.50,90.50,111.19,151.55,208.47,294.48,121496.66,786,5.85,0.00,2.56,4.99,6.24,6.86,8.36,9.99
363,0.24058,18.71,56.15,90.69,111.61,153.08,208.44,294.48,121637.96,788,5.87,0.01,2.57,5.01,6.25,6.87,8.37,9.99
364,0.23988,18.71,56.50,91.35,111.95,153.04,207.55,294.48,121784.62,790,5.88,0.03,2.60,5.02,6.26,6.88,8.37,9.99
365,0.23946,18.71,56.50,92.00,112.12,151.86,207.14,294.48,121917.94,791,5.89,0.07,2.61,5.03,6.27,6.89,8.38,9.99
366,0.23904,18.71,56.73,92.48,112.42,152.07,207.35,294.48,122063.32,794,5.90,0.11,2.62,5.04,6.28,6.90,8.39,9.99
367,0.23864,18.71,56.81,92.94,112.56,151.62,207.84,294.48,122129.97,794,5.90,0.00,2.63,5.04,6.29,6.89,8.39,9.99
368,0.23866,18.71,56.81,90.57,113.00,150.14,208.62,294.48,122082.35,794,5.91,0.00,2.65,5.06,6.30,6.89,8.39,9.99
369,0.23848,18.71,55.99,90.74,113.29,151.02,209.60,294.48,122281.55,794,5.92,0.04,2.67,5.07,6.31,6.90,8.40,9.99
370,0.23916,18.71,56.83,90.52,113.47,151.90,209.25,294.48,122473.79,794,5.92,0.00,2.69,5.08,6.32,6.86,8.40,9.99
371,0.23828,18.71,57.08,91.15,113.48,152.83,207.48,294.48,122641.08,796,5.93,0.02,2.70,5.09,6.33,6.87,8.40,9.99
372,0.23825,18.71,57.50,91.66,113.79,152.07,206.00,294.48,122810.73,798,5.94,0.05,2.72,5.10,6.34,6.87,8.41,9.99
373,0.23863,18.71,56.50,91.35,114.08,153.04,205.39,294.48,122992.04,797,5.94,0.00,2.67,5.09,6.35,6.85,8.37,9.99
374,0.23808,18.71,56.74,92.79,114.52,152.74,206.95,294.48,123147.87,799,5.95,0.03,2.69,5.11,6.36,6.86,8.37,9.99
